Id,LotFrontage,LotArea,Street,Alley,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageArea,GarageCond,PavedDrive,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
2322,53,3710,Pave,NA,AllPub,Inside,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,16,Gd,TA,PConc,Gd,TA,1266,GasA,1266,0,0,1266,2,2,1,Gd,6,Typ,1,Attchd,388,TA,Y,0,NA,NA,NA,0,8,2007,New,Partial,
2323,65,16219,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,835,GasA,1119,0,0,1119,2,2,1,Gd,5,Typ,0,Attchd,437,TA,Y,0,NA,NA,NA,0,4,2007,WD,Normal,
2324,87,11084,Pave,NA,AllPub,Corner,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,384,GasA,744,630,0,1374,2,3,1,Gd,8,Typ,1,BuiltIn,400,TA,Y,0,NA,NA,NA,0,6,2007,WD,Family,
2325,59,10936,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,1510,GasA,1525,0,0,1525,2,3,1,Gd,6,Typ,1,Attchd,534,TA,Y,0,NA,NA,NA,0,4,2007,New,Partial,
2326,NA,11950,Pave,NA,AllPub,Corner,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2003,Gable,CompShg,VinylSd,NA,Gd,TA,PConc,Gd,TA,384,GasA,754,640,0,1394,2,3,1,Gd,7,Typ,1,BuiltIn,400,TA,Y,0,NA,NA,NA,0,10,2007,WD,Normal,
2327,63,7875,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,16,Gd,TA,PConc,Gd,TA,847,GasA,847,1101,0,1948,2,4,1,Gd,8,Typ,1,BuiltIn,434,TA,Y,0,NA,NA,NA,0,7,2007,WD,Normal,
2328,NA,8740,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2002,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,854,GasA,864,1131,0,1995,2,4,1,Gd,8,Typ,1,BuiltIn,435,TA,Y,0,NA,NA,NA,0,7,2007,WD,Normal,
2329,58,9487,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,Gable,CompShg,VinylSd,0,TA,TA,PConc,Gd,TA,915,GasA,940,750,0,1690,2,3,1,TA,7,Typ,1,Attchd,442,TA,Y,0,NA,NA,NA,0,6,2007,WD,Normal,
2330,59,9649,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,Gable,CompShg,VinylSd,0,TA,TA,PConc,Gd,TA,941,GasA,961,683,0,1644,2,3,1,TA,7,Typ,1,Attchd,460,TA,Y,0,NA,NA,NA,0,5,2007,WD,Normal,
2331,100,12191,Pave,NA,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,1997,Hip,CompShg,VinylSd,515,Gd,TA,PConc,Gd,TA,1779,GasA,1779,772,0,2551,2,4,1,Gd,8,Typ,2,Attchd,925,TA,Y,0,NA,NA,NA,0,6,2007,WD,Normal,
2332,89,10557,Pave,NA,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,9,5,1998,Gable,CompShg,MetalSd,422,Gd,TA,PConc,Ex,TA,1408,GasA,1671,1407,0,3078,2,4,1,Gd,9,Typ,1,Attchd,806,TA,Y,0,NA,NA,NA,0,7,2007,WD,Normal,
2333,74,11002,Pave,NA,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,1389,GasA,1411,1171,0,2582,2,4,1,Gd,9,Typ,1,Attchd,758,TA,Y,0,NA,NA,NA,0,1,2007,WD,Normal,
2334,83,10790,Pave,NA,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,275,Gd,TA,PConc,Gd,TA,1066,GasA,1108,1277,0,2385,2,4,1,Gd,8,Typ,1,BuiltIn,600,TA,Y,0,NA,NA,NA,0,5,2007,WD,Normal,
2335,88,11762,Pave,NA,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,Gable,CompShg,VinylSd,309,Gd,TA,PConc,Ex,TA,1105,GasA,1105,1097,0,2202,2,4,1,Gd,9,Typ,1,Attchd,517,TA,Y,0,NA,NA,NA,0,9,2007,WD,Normal,
2336,82,9044,Pave,NA,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,1996,Gable,CompShg,VinylSd,526,Gd,Gd,PConc,Gd,TA,1325,GasA,1335,1203,0,2538,2,4,1,Gd,8,Typ,1,Attchd,933,TA,Y,0,NA,NA,NA,0,5,2007,WD,Normal,
2337,75,9910,Pave,NA,AllPub,Inside,Somerst,Feedr,Norm,1Fam,1Story,7,6,2007,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,1369,GasA,1369,0,0,1369,2,3,1,Gd,5,Typ,0,Attchd,605,TA,Y,0,NA,NA,NA,0,9,2007,New,Partial,
2338,91,11830,Pave,NA,AllPub,Inside,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,164,Gd,TA,PConc,Gd,TA,1542,GasA,1542,0,0,1542,2,3,1,Gd,6,Typ,1,Attchd,852,TA,Y,0,NA,NA,NA,0,7,2007,New,Partial,
2339,76,10612,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,248,Gd,TA,PConc,Gd,TA,1524,GasA,1534,0,0,1534,2,3,1,Gd,7,Typ,1,Attchd,484,TA,Y,0,NA,NA,NA,0,1,2007,WD,Family,
2340,98,12291,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,10,5,2007,Hip,CompShg,CemntBd,754,Ex,TA,PConc,Ex,TA,1966,GasA,1966,0,0,1966,2,1,1,Ex,6,Typ,1,Attchd,1092,TA,Y,0,NA,NA,NA,0,10,2007,New,Partial,
2341,85,9965,Pave,NA,AllPub,FR2,Somerst,Feedr,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,NA,Gd,TA,PConc,Gd,TA,1528,GasA,1528,0,0,1528,3,3,1,Gd,6,Typ,1,Attchd,480,TA,Y,0,NA,NA,NA,0,9,2007,New,Partial,
2342,74,8847,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,Gable,CompShg,VinylSd,148,Gd,TA,PConc,Gd,TA,1538,GasA,1538,0,0,1538,2,3,1,Gd,7,Typ,0,Attchd,484,TA,Y,0,NA,NA,NA,0,12,2007,WD,Normal,
2343,70,8251,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,143,Gd,TA,PConc,Gd,Gd,1494,GasA,1506,0,0,1506,2,3,1,Gd,7,Typ,1,Attchd,672,TA,Y,0,NA,NA,NA,0,4,2007,WD,Normal,
2344,70,9605,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,982,GasA,982,995,0,1977,2,3,1,Gd,7,Typ,0,Attchd,574,TA,Y,0,NA,NA,NA,0,7,2007,WD,Family,
2345,75,8778,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,1302,GasA,1302,528,0,1830,2,3,1,Gd,7,Typ,0,BuiltIn,859,TA,Y,0,NA,NA,NA,0,3,2007,WD,Normal,
2346,72,8640,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,1338,GasA,1338,0,0,1338,2,3,1,Gd,6,Typ,0,Attchd,598,TA,Y,0,NA,NA,NA,0,11,2007,New,Partial,
2347,75,9000,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,1335,GasA,1335,0,0,1335,2,3,1,Gd,6,Typ,0,Attchd,575,TA,Y,0,NA,NA,NA,0,6,2007,New,Partial,
2348,72,8640,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,896,GasA,896,896,0,1792,2,3,1,Gd,8,Typ,0,Attchd,590,TA,Y,0,NA,NA,NA,0,11,2007,New,Partial,
2349,81,10411,Pave,NA,AllPub,Corner,Somerst,Norm,Norm,1Fam,2Story,5,5,2007,Gable,CompShg,VinylSd,0,Gd,TA,CBlock,Gd,TA,725,GasA,725,863,0,1588,3,3,1,Gd,8,Typ,0,Attchd,561,TA,Y,0,NA,NA,NA,0,7,2007,New,Partial,
2350,112,12217,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,Hip,CompShg,WdShing,NA,Gd,TA,PConc,Ex,TA,955,GasA,955,925,0,1880,2,3,1,Ex,8,Typ,1,Attchd,880,TA,Y,0,NA,NA,NA,0,12,2007,New,Partial,
2351,84,10440,Pave,NA,AllPub,Corner,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,CemntBd,0,Ex,TA,PConc,Gd,TA,1574,GasA,1584,0,0,1584,2,2,1,Ex,6,Typ,1,Attchd,594,TA,Y,0,NA,NA,NA,0,5,2007,New,Partial,
2352,100,11824,Pave,NA,AllPub,Corner,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,298,Gd,TA,PConc,Gd,TA,1685,GasA,1685,0,0,1685,2,2,1,Gd,5,Typ,1,Attchd,658,TA,Y,0,NA,NA,NA,0,4,2007,WD,Normal,
2353,85,10625,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,6,5,2004,Gable,CompShg,VinylSd,353,Gd,TA,PConc,Gd,TA,1158,GasA,1158,1285,0,2443,2,4,1,Gd,9,Min2,1,BuiltIn,744,TA,Y,0,NA,NA,NA,0,6,2007,WD,Normal,
2354,63,7500,Pave,NA,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,6,5,2006,Gable,CompShg,VinylSd,0,TA,TA,PConc,Gd,TA,1100,GasA,1100,0,0,1100,1,3,1,TA,6,Typ,0,NA,0,NA,Y,0,NA,NA,NA,0,6,2007,New,Partial,
2355,63,7500,Pave,NA,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,Gd,1143,GasA,1143,0,0,1143,1,3,1,Gd,5,Typ,0,NA,0,NA,Y,0,NA,NA,NA,0,10,2007,WD,Normal,
2356,60,12450,Pave,NA,AllPub,Inside,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,Gable,CompShg,VinylSd,126,Gd,TA,PConc,Gd,TA,1094,GasA,1094,0,0,1094,1,3,1,Gd,6,Typ,0,Detchd,576,TA,Y,0,NA,NA,NA,0,5,2007,WD,Normal,
2357,65,7441,Pave,NA,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,170,Gd,TA,PConc,Gd,TA,1461,GasA,1486,0,0,1486,2,3,1,Gd,7,Typ,0,Attchd,566,TA,Y,0,NA,NA,NA,0,6,2007,WD,Normal,
2358,NA,11613,Pave,NA,AllPub,Corner,SawyerW,Norm,Norm,1Fam,2Story,6,5,1993,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,864,GasA,920,900,0,1820,2,3,1,Gd,7,Typ,0,Attchd,492,TA,Y,0,NA,GdPrv,NA,0,5,2007,WD,Normal,
2359,50,8012,Pave,NA,AllPub,Inside,SawyerW,Norm,Norm,TwnhsE,2Story,6,5,1980,Gable,CompShg,Plywood,0,TA,TA,CBlock,TA,TA,630,GasA,630,636,0,1266,1,2,1,TA,5,Typ,2,Attchd,283,TA,Y,0,NA,MnPrv,NA,0,7,2007,WD,Normal,
2360,64,6285,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,5,1977,Gable,CompShg,Plywood,0,TA,TA,CBlock,Gd,TA,894,GasA,894,0,0,894,1,2,1,TA,5,Typ,0,Detchd,308,TA,Y,0,NA,NA,NA,0,3,2007,WD,Normal,
2361,84,7476,Pave,NA,AllPub,Corner,Sawyer,Norm,Norm,1Fam,1Story,5,7,1968,Gable,CompShg,HdBoard,0,TA,TA,CBlock,TA,TA,1040,GasA,1040,0,0,1040,1,3,1,TA,5,Typ,0,Detchd,686,TA,Y,0,NA,NA,NA,0,6,2007,WD,Normal,
2362,NA,19522,Pave,NA,AllPub,Inside,Veenker,Norm,Norm,1Fam,2Story,7,5,1990,Gable,CompShg,HdBoard,272,Gd,TA,PConc,Gd,TA,1223,GasA,1271,1232,0,2503,2,3,1,Gd,7,Typ,1,Attchd,564,TA,Y,0,NA,NA,NA,0,2,2007,WD,Normal,
2363,44,10751,Pave,NA,AllPub,CulDSac,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1974,Gable,CompShg,Plywood,44,TA,TA,CBlock,Fa,TA,1037,GasA,1037,0,0,1037,1,2,1,TA,5,Typ,0,Attchd,431,TA,Y,0,NA,NA,NA,0,8,2007,WD,Normal,
2364,43,12712,Pave,NA,AllPub,CulDSac,Sawyer,RRAe,Norm,1Fam,1Story,6,7,1973,Gable,CompShg,CemntBd,0,TA,TA,CBlock,Gd,TA,1044,GasA,1055,0,0,1055,1,2,1,Gd,5,Typ,1,Attchd,542,TA,Y,0,NA,NA,NA,0,1,2007,WD,Abnorml,
2365,45,4379,Pave,NA,AllPub,FR2,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2004,Gable,CompShg,MetalSd,0,Gd,TA,PConc,Gd,TA,1378,GasA,1378,0,0,1378,2,2,1,Gd,6,Typ,1,Attchd,540,TA,Y,0,NA,NA,NA,0,7,2007,WD,Normal,
2366,80,3523,Pave,Pave,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,Gable,CompShg,VinylSd,30,Gd,TA,PConc,Gd,TA,1141,GasA,1151,0,0,1151,2,2,1,Gd,5,Typ,0,Attchd,484,TA,Y,0,NA,NA,NA,0,2,2007,New,Partial,
2367,32,3784,Pave,Pave,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,Gable,CompShg,VinylSd,36,Gd,TA,PConc,Gd,TA,1511,GasA,1565,0,0,1565,2,2,1,Gd,5,Typ,0,Attchd,476,TA,Y,0,NA,NA,NA,0,2,2007,New,Partial,
2368,40,3606,Pave,Pave,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Ex,Gd,1352,GasA,1352,0,0,1352,2,2,1,Gd,5,Typ,1,Attchd,466,TA,Y,0,NA,NA,NA,0,8,2007,New,Partial,
2369,30,5330,Pave,Pave,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,Gable,CompShg,VinylSd,NA,Gd,TA,PConc,Gd,TA,1550,GasA,1550,0,0,1550,2,2,1,Gd,5,Typ,0,Attchd,528,TA,Y,0,NA,NA,NA,0,7,2007,New,Partial,
2370,24,2280,Pave,Pave,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,6,5,1999,Gable,CompShg,MetalSd,342,TA,TA,PConc,Gd,TA,744,GasA,757,744,0,1501,2,3,1,TA,6,Typ,1,Detchd,440,TA,Y,0,NA,NA,NA,0,9,2007,WD,Normal,
2371,24,2117,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,Gable,CompShg,MetalSd,216,Gd,TA,PConc,Gd,TA,756,GasA,769,804,0,1573,2,3,1,Gd,4,Typ,0,Detchd,440,TA,Y,0,NA,NA,NA,0,9,2007,WD,Normal,
2372,73,7321,Pave,Pave,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,1999,Gable,CompShg,CemntBd,0,Gd,TA,PConc,Gd,TA,1339,GasA,1358,0,0,1358,2,3,1,Gd,5,Typ,0,Detchd,625,TA,Y,0,NA,NA,NA,0,12,2007,COD,Normal,
2373,NA,8010,Pave,Pave,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,Hip,CompShg,CemntBd,0,Gd,TA,PConc,Ex,TA,1054,GasA,1072,976,0,2048,2,3,1,Gd,8,Typ,2,Detchd,552,TA,Y,0,NA,NA,NA,0,8,2007,WD,Normal,
2374,106,8413,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,1998,Gable,CompShg,VinylSd,0,Gd,Gd,PConc,Ex,TA,1220,GasA,1220,1142,0,2362,2,3,1,Gd,8,Typ,2,Attchd,1105,TA,Y,0,NA,NA,NA,0,6,2007,WD,Normal,
2375,50,9466,Pave,NA,AllPub,FR2,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1994,Gable,CompShg,BrkFace,0,Gd,TA,PConc,Gd,TA,1494,GasA,1494,0,0,1494,1,1,1,Gd,5,Typ,1,Attchd,478,TA,Y,0,NA,NA,NA,0,5,2007,WD,Normal,
2376,80,12000,Pave,NA,AllPub,Inside,Veenker,Norm,Norm,1Fam,1Story,7,6,1980,Hip,CompShg,VinylSd,600,Gd,TA,CBlock,Gd,TA,2002,GasA,2362,0,0,2362,2,3,1,Gd,8,Typ,1,Attchd,546,TA,Y,0,NA,NA,NA,0,3,2007,WD,Normal,
2377,94,17778,Pave,NA,AllPub,Inside,Veenker,Norm,Norm,1Fam,1Story,8,5,1981,Hip,CompShg,BrkFace,0,Gd,TA,CBlock,Gd,TA,2461,GasA,2497,0,0,2497,2,2,1,Gd,7,Typ,2,Attchd,676,TA,Y,0,NA,NA,NA,0,3,2007,WD,Normal,
2378,78,11700,Pave,NA,AllPub,Inside,NWAmes,RRAn,Norm,1Fam,1Story,6,6,1968,Gable,CompShg,MetalSd,41,TA,TA,CBlock,TA,TA,912,GasA,1152,0,0,1152,1,3,1,TA,7,Typ,0,Attchd,412,TA,Y,0,NA,NA,NA,0,9,2007,CWD,Normal,
2379,80,8000,Pave,NA,AllPub,Inside,NWAmes,PosA,Norm,1Fam,2Story,6,6,1970,Gable,CompShg,VinylSd,525,TA,TA,CBlock,TA,TA,1008,GasA,1403,1008,0,2411,2,4,1,TA,8,Typ,1,Attchd,570,TA,Y,0,NA,NA,NA,0,6,2007,WD,Normal,
2380,NA,8723,Pave,NA,AllPub,Inside,NWAmes,PosN,Norm,1Fam,SFoyer,6,6,1969,Gable,CompShg,HdBoard,0,TA,TA,PConc,Gd,TA,973,GasA,1082,0,0,1082,1,3,1,TA,6,Typ,0,Attchd,480,TA,Y,0,NA,NA,NA,0,1,2007,WD,Normal,
2381,130,11700,Pave,NA,AllPub,Corner,NWAmes,Norm,Norm,1Fam,1Story,6,5,1968,Gable,CompShg,HdBoard,196,TA,TA,PConc,Gd,TA,1295,GasA,1295,0,0,1295,1,3,1,TA,6,Typ,0,Attchd,528,TA,Y,0,NA,NA,NA,0,4,2007,WD,Normal,
2382,108,11358,Pave,NA,AllPub,Corner,NWAmes,Norm,Norm,1Fam,1Story,7,7,1972,Hip,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,TA,1124,GasA,1610,0,0,1610,2,3,1,Gd,8,Typ,1,Attchd,515,TA,Y,0,NA,NA,NA,0,5,2007,WD,Normal,
2383,80,9547,Pave,NA,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,7,6,1993,Gable,CompShg,VinylSd,112,TA,TA,PConc,Gd,TA,1594,GasA,1594,0,0,1594,2,2,1,Gd,6,Typ,1,Attchd,472,TA,Y,0,NA,NA,NA,0,7,2007,WD,Normal,
2384,78,10530,Pave,NA,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,7,6,1993,Gable,CompShg,MetalSd,194,Gd,TA,PConc,Gd,TA,1148,GasA,1091,984,0,2075,2,3,1,Gd,8,Typ,1,Attchd,473,TA,Y,0,NA,NA,NA,0,8,2007,WD,Normal,
2385,88,10738,Pave,NA,AllPub,Corner,NWAmes,Norm,Norm,1Fam,1Story,6,7,1966,Hip,CompShg,HdBoard,0,TA,TA,CBlock,TA,TA,1093,GasA,1093,0,0,1093,2,3,1,TA,6,Typ,1,Attchd,484,TA,Y,0,NA,MnPrv,Shed,400,11,2007,WD,Normal,
2386,80,10800,Pave,NA,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,5,1963,Gable,CompShg,HdBoard,203,TA,TA,CBlock,TA,TA,1052,GasA,1052,0,0,1052,1,3,1,TA,6,Typ,0,Attchd,311,TA,Y,0,NA,NA,NA,0,2,2007,COD,Normal,
2387,70,8050,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,Gable,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,949,GasA,1107,0,0,1107,1,3,1,Gd,5,Typ,0,Attchd,308,TA,Y,0,NA,NA,NA,0,3,2007,WD,Normal,
2388,NA,10899,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,Duplex,1Story,4,5,1964,Gable,CompShg,HdBoard,0,TA,TA,Slab,NA,NA,0,GasA,1224,0,0,1224,2,2,2,TA,8,Typ,0,CarPort,530,TA,Y,0,NA,NA,NA,0,4,2007,WD,Normal,
2389,74,7450,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,Hip,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,TA,894,GasA,1074,0,0,1074,1,2,1,Gd,6,Min1,1,Detchd,396,TA,Y,0,NA,GdWo,NA,0,1,2007,WD,Normal,
2390,NA,14357,Pave,NA,AllPub,CulDSac,NAmes,Norm,Norm,1Fam,1Story,5,5,1961,Hip,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,TA,864,GasA,1187,0,0,1187,1,2,1,TA,6,Typ,1,Attchd,440,TA,Y,0,NA,NA,NA,0,8,2007,CWD,Normal,
2391,76,8243,Pave,NA,AllPub,CulDSac,NAmes,Norm,Norm,1Fam,1Story,5,7,1961,Gable,CompShg,VinylSd,56,TA,Gd,CBlock,TA,TA,964,GasA,964,0,0,964,1,3,1,TA,5,Typ,1,Detchd,784,TA,Y,0,NA,GdPrv,NA,0,2,2007,WD,Normal,
2392,70,8680,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,Hip,CompShg,CemntBd,0,TA,TA,CBlock,TA,TA,894,GasA,894,0,0,894,1,3,1,TA,5,Typ,0,Detchd,312,TA,Y,0,NA,NA,NA,0,1,2007,WD,Normal,
2393,80,8800,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,7,6,1966,Hip,CompShg,HdBoard,202,TA,TA,CBlock,TA,TA,1174,GasA,1200,0,0,1200,2,3,1,TA,6,Typ,1,Attchd,440,TA,Y,0,NA,MnPrv,NA,0,10,2007,CWD,Normal,
2394,80,9200,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,6,5,1965,Gable,CompShg,HdBoard,98,TA,TA,CBlock,TA,TA,1042,GasA,1042,0,0,1042,2,3,1,TA,5,Typ,0,Attchd,440,TA,Y,0,NA,GdPrv,NA,0,5,2007,WD,Normal,
2395,80,8800,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,2Story,6,7,1964,Gable,CompShg,MetalSd,306,TA,Gd,CBlock,TA,TA,845,GasA,845,1309,0,2154,2,5,1,TA,8,Typ,1,Attchd,539,TA,Y,0,NA,MnPrv,NA,0,7,2007,WD,Normal,
2396,NA,11382,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,Gable,CompShg,Wd Sdng,212,TA,TA,CBlock,TA,TA,1130,GasA,1374,0,0,1374,1,3,1,TA,7,Typ,1,Attchd,286,TA,Y,0,NA,MnPrv,NA,0,8,2007,WD,Normal,
2397,NA,22002,Pave,NA,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,6,7,1959,Gable,CompShg,MetalSd,136,TA,Gd,CBlock,TA,TA,1592,GasA,1652,0,0,1652,1,3,1,Gd,6,Typ,1,Attchd,510,TA,Y,0,NA,NA,NA,0,7,2007,WD,Normal,
2398,85,12172,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1940,Gable,CompShg,Wd Sdng,0,TA,TA,PConc,TA,TA,822,GasA,908,0,0,908,1,2,1,TA,4,Typ,0,Attchd,512,TA,Y,0,NA,MnPrv,NA,0,10,2007,WD,Normal,
2399,50,5000,Pave,NA,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1Story,3,3,1946,Gable,CompShg,WdShing,0,Fa,Fa,CBlock,Fa,Fa,666,GasA,666,0,0,666,1,2,1,Gd,4,Typ,0,NA,0,NA,N,0,NA,MnPrv,NA,0,4,2007,WD,Normal,
2400,51,3500,Pave,NA,AllPub,Inside,BrkSide,Feedr,Norm,1Fam,1.5Fin,3,5,1945,Gable,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,370,GasA,442,228,0,670,1,2,1,Fa,4,Typ,0,NA,0,NA,N,0,NA,MnPrv,Shed,2000,7,2007,WD,Normal,
2401,50,5175,Pave,NA,AllPub,Inside,BrkSide,RRAn,Feedr,1Fam,1Story,5,8,1958,Gable,CompShg,VinylSd,0,TA,TA,CBlock,TA,TA,808,GasA,808,0,0,808,1,2,1,TA,5,Typ,0,Detchd,308,TA,N,0,NA,NA,NA,0,7,2007,COD,Normal,
2402,80,9600,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,Hip,CompShg,HdBoard,176,TA,Gd,CBlock,TA,TA,1078,GasA,1150,0,0,1150,1,2,1,TA,6,Typ,0,Attchd,288,TA,Y,0,NA,MnPrv,NA,0,10,2007,WD,Normal,
2403,63,8668,Pave,NA,AllPub,Corner,NAmes,Norm,Norm,Duplex,1Story,5,5,1968,Gable,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,1560,GasA,1560,0,0,1560,2,4,2,TA,8,Typ,0,Detchd,792,TA,Y,0,NA,NA,NA,0,5,2007,WD,Normal,
2404,NA,10050,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,SFoyer,5,6,1966,Gable,CompShg,HdBoard,87,TA,TA,CBlock,TA,TA,793,GasA,1280,0,0,1280,2,3,1,TA,6,Typ,1,Basment,432,TA,Y,0,NA,NA,NA,0,6,2007,WD,Normal,
2405,100,9600,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,6,5,1961,Hip,CompShg,WdShing,291,TA,TA,CBlock,TA,TA,1218,GasA,1254,0,0,1254,1,3,1,TA,6,Typ,1,Attchd,525,TA,Y,0,NA,NA,NA,0,5,2007,WD,Normal,
